horse_no,race_index,place,date,racecourse,track,course,distance_m,going,race_class,draw,rating,trainer,jockey,lbw,win_odds,actual_wt_lbs,running_position,finish_time,declared_wt_lbs,gear
G292,858,11,15/07/26,跑馬地,草地,C,1650,好,5,4,38,蘇偉賢,巴度,17-1/2,16,133,6 8 10 11,1.42.87,1041,CP-/TT
G292,766,10,10/06/26,跑馬地,草地,C+3,1650,好,4,3,40,蘇偉賢,班德禮,7-3/4,8.2,116,8 7 8 10,1.41.01,1037,CP/TT
G292,708,07,20/05/26,跑馬地,草地,A,1650,好,4,6,41,蘇偉賢,田泰安,3-3/4,9.3,116,2 3 4 7,1.40.45,1038,CP1/TT
G292,627,04,22/04/26,跑馬地,草地,B,1650,好/快,4,12,42,蘇偉賢,田泰安,1-1/4,11,118,2 2 2 4,1.40.60,1040,TT
G292,546,03,25/03/26,跑馬地,草地,B,1650,好,4,3,42,蘇偉賢,田泰安,3/4,4.7,117,4 3 3 3,1.40.02,1038,TT
G292,339,10,11/01/26,沙田,草地,C+3,1800,好/快,4,7,44,蘇偉賢,霍宏聲,12-3/4,22,122,4 1 2 1 10,1.48.84,1034,TT
G292,286,03,23/12/25,跑馬地,草地,C,1650,好,4,9,45,蘇偉賢,霍宏聲,3-1/2,16,122,11 11 9 3,1.40.63,1054,TT
G292,212,03,26/11/25,跑馬地,草地,C,1800,好/快,4,3,46,蘇偉賢,巴度,1-3/4,14,122,7 7 7 7 3,1.50.37,1042,TT
G292,143,03,02/11/25,跑馬地,草地,C,1650,好/快,4,2,46,蘇偉賢,巴度,1,7.9,121,9 8 8 3,1.39.52,1047,TT
G292,077,04,08/10/25,跑馬地,草地,C+3,1650,好/快,4,10,47,蘇偉賢,巴度,2-3/4,65,122,9 9 9 4,1.40.24,1031,TT
G292,034,09,17/09/25,跑馬地,草地,B,1200,好/快,4,6,49,蘇偉賢,巴度,3-1/4,14,126,12 12 9,1.10.31,1020,TT
G292,823,12,09/07/25,跑馬地,草地,A,1650,好/快,4,11,53,蘇偉賢,班德禮,10,29,128,12 12 12 12,1.40.76,1035,TT
G292,749,03,11/06/25,跑馬地,草地,B,1650,好/快,4,1,54,蘇偉賢,班德禮,2-3/4,11,132,6 7 7 3,1.40.14,1044,TT
G292,671,04,14/05/25,跑馬地,草地,B,1650,好/快,4,5,56,蘇偉賢,班德禮,2,28,132,8 7 8 4,1.40.09,1036,TT
G292,599,11,16/04/25,跑馬地,草地,B,1200,好/快,4,2,58,蘇偉賢,班德禮,6-1/2,5.8,134,9 9 11,1.10.67,1038,TT
G292,518,07,19/03/25,跑馬地,草地,B,1200,好/快,4,11,58,蘇偉賢,班德禮,2-3/4,19,134,9 10 7,1.10.14,1041,TT
G292,439,02,19/02/25,跑馬地,草地,B,1200,好,4,8,56,蘇偉賢,班德禮,頭位,14,131,8 8 2,1.09.92,1034,TT
G292,369,06,22/01/25,跑馬地,草地,C,1200,好,4,2,58,蘇偉賢,班德禮,3-1/4,9.7,133,6 7 6,1.10.52,1047,TT
G292,296,11,26/12/24,跑馬地,草地,C+3,1650,好,3,9,60,蘇偉賢,班德禮,6-1/4,51,120,8 8 9 11,1.40.40,1047,TT
G292,258,11,11/12/24,跑馬地,草地,B,1650,好,3,11,62,蘇偉賢,班德禮,5-3/4,40,119,12 12 10 11,1.41.41,1041,TT
G292,201,04,20/11/24,跑馬地,草地,C,1200,好/黏,3,7,62,蘇偉賢,艾兆禮,1-1/4,35,122,11 11 4,1.10.38,1034,TT
G292,110,04,16/10/24,跑馬地,草地,B,1200,好/快,3,3,62,蘇偉賢,巴度,1/2,26,119,11 12 4,1.09.75,1026,TT
